Gene,COG,Description,Name,GOs,ECs,KEGG_ko,KEGG_Reaction,KEGG_TC,CAZy,PFAMs
PN96_RS00475,G,"COG1925 Phosphotransferase system, HPr-related proteins",ptsO,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006808,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0044424,GO:0044464,GO:0050789,GO:0051179,GO:0051234,GO:0065007,GO:0071702",,ko:K08485,,,,PTS-HPr
PN96_RS00480,S,Displays ATPase and GTPase activities,yhbJ,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005524,GO:0005525,GO:0008144,GO:0017076,GO:0019001,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363",,ko:K06958,,,,ATP_bind_2
PN96_RS00485,G,Phosphotransferase system mannitol fructose-specific IIA domain (Ntr-type),ptsN,,,ko:K02806,,,,PTS_EIIA_2
PN96_RS00490,J,COG1544 Ribosome-associated protein Y (PSrp-1),yhbH,,,ko:K05808,,,,Ribosomal_S30AE
PN96_RS00495,K,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,rpoN,,,ko:K03092,,,,"Sigma54_AID,Sigma54_CBD,Sigma54_DBD"
PN96_RS00500,S,abc transporter atp-binding protein,lptB,,,ko:K06861,,1.B.42.1,,"ABC_tran,BCA_ABC_TP_C"
PN96_RS00505,S,"Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. May form a bridge between the inner membrane and the outer membrane, via interactions with LptC and LptD, thereby facilitating LPS transfer across the periplasm",lptA,,,ko:K09774,,1.B.42.1,,OstA
PN96_RS00510,S,Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. Facilitates the transfer of LPS from the inner membrane to the periplasmic protein LptA. Could be a docking site for LptA,lptC,,,ko:K11719,,1.B.42.1,,LptC
PN96_RS00515,M,sugar phosphate isomerase involved in capsule formation,kdsD,,5.3.1.13,ko:K06041,R01530,,,"CBS,SIS"
PN96_RS00520,P,COG0530 Ca2 Na antiporter,yrbG,,,ko:K07301,,2.A.19.5,,Na_Ca_ex
PN96_RS00525,Q,"ABC-type transport system involved in resistance to organic solvents, ATPase component",mlaF,,,ko:K02065,,3.A.1.27,,"ABC_tran,BCA_ABC_TP_C"
PN96_RS00530,Q,"COG0767 ABC-type transport system involved in resistance to organic solvents, permease component",mlaE,,,ko:K02066,,3.A.1.27,,MlaE
PN96_RS00535,Q,"abc-type transport system involved in resistance to organic solvents, periplasmic component",mlaD,,,ko:K02067,,3.A.1.27,,MlaD
PN96_RS00540,Q,"ABC-type transport system involved in resistance to organic solvents, auxiliary component",mlaC,,,ko:K07323,,3.A.1.27.3,,MlaC
PN96_RS00545,S,NTP binding protein (contains STAS domain),yrbB,,,ko:K07122,,3.A.1.27.3,,STAS_2
PN96_RS00550,K,Belongs to the BolA IbaG family,yrbA,,,,,,,BolA
PN96_RS00555,M,Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine,murA,"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006022,GO:0006023,GO:0006024,GO:0006040,GO:0006139,GO:0006725,GO:0006793,GO:0006807,GO:0007049,GO:0008150,GO:0008152,GO:0008360,GO:0008760,GO:0009058,GO:0009059,GO:0009225,GO:0009226,GO:0009252,GO:0009273,GO:0009987,GO:0016043,GO:0016740,GO:0016765,GO:0018130,GO:0019276,GO:0019277,GO:0019438,GO:0022603,GO:0022604,GO:0030203,GO:0034641,GO:0034645,GO:0034654,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0045229,GO:0046349,GO:0046483,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051301,GO:0055086,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.7,ko:K00790,R00660,,,EPSP_synthase
PN96_RS00560,I,Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family,plsC,,2.3.1.51,ko:K00655,"R02241,R09381",,,Acyltransferase
PN96_RS00565,J,"translation initiation inhibitor, yjgF family",yjgF,,3.5.99.10,ko:K09022,"R11098,R11099",,,Ribonuc_L-PSP
PN96_RS00570,F,Involved in allosteric regulation of aspartate carbamoyltransferase,pyrI,"GO:0003674,GO:0003824,GO:0004070,GO:0005488,GO:0005575,GO:0005623,GO:0006139,GO:0006206,GO:0006207,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009347,GO:0009987,GO:0016740,GO:0016741,GO:0016743,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0032991,GO:0034641,GO:0034654,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044464,GO:0046112,GO:0046390,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1990234",,ko:K00610,R01397,,,"PyrI,PyrI_C"
PN96_RS00575,F,Belongs to the ATCase OTCase family,pyrB,"GO:0003674,GO:0003824,GO:0004070,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006206,GO:0006207,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006520,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016597,GO:0016740,GO:0016741,GO:0016743,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0019856,GO:0031406,GO:0034404,GO:0034641,GO:0034654,GO:0036094,GO:0042455,GO:0043167,GO:0043168,GO:0043177,GO:0043436,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046049,GO:0046112,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",2.1.3.2,ko:K00609,R01397,,,"OTCace,OTCace_N"
PN96_RS00585,E,Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline,argF,"GO:0000050,GO:0003674,GO:0003824,GO:0004585,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006527,GO:0006591,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009064,GO:0009065,GO:0009084,GO:0009987,GO:0016053,GO:0016054,GO:0016597,GO:0016740,GO:0016741,GO:0016743,GO:0019547,GO:0019627,GO:0019752,GO:0031406,GO:0034641,GO:0036094,GO:0042450,GO:0043167,GO:0043168,GO:0043177,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046395,GO:0071704,GO:0071941,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607",2.1.3.3,ko:K00611,R01398,,,"OTCace,OTCace_N"
PN96_RS00590,E,COG2235 Arginine deiminase,arcA,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006464,GO:0006520,GO:0006525,GO:0006527,GO:0006591,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009987,GO:0016054,GO:0016787,GO:0016810,GO:0016813,GO:0016990,GO:0018101,GO:0018193,GO:0018195,GO:0019538,GO:0019547,GO:0019752,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606",3.5.3.6,ko:K01478,R00552,,,Amidinotransf
PN96_RS00595,S,Globally modulates RNA abundance by binding to RNase E (Rne) and regulating its endonucleolytic activity. Can modulate Rne action in a substrate-dependent manner by altering the composition of the degradosome,rraB,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",,ko:K09893,,,,RraB
PN96_RS00600,G,COG3250 Beta-galactosidase beta-glucuronidase,,,,,,,,Glyco_hydro_2_N
PN96_RS00610,S,Predicted membrane protein (DUF2061),VP2647,,,,,,,DUF2061
PN96_RS00615,J,"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner",valS,"GO:0000166,GO:0002161,GO:0003674,GO:0003824,GO:0004812,GO:0004832,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006438,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0106074,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.1.1.9,ko:K01873,R03665,,,"Anticodon_1,Val_tRNA-synt_C,tRNA-synt_1"
PN96_RS00620,L,DNA polymerase III chi subunit,holC,,2.7.7.7,ko:K02339,"R00375,R00376,R00377,R00378",,,DNA_pol3_chi
PN96_RS00625,E,Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides,pepA,"GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0016787,GO:0019538,GO:0030145,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0070011,GO:0071704,GO:0140096,GO:1901564",3.4.11.1,ko:K01255,"R00899,R04951",,,"Peptidase_M17,Peptidase_M17_N"
PN96_RS00630,S,Predicted permease YjgP/YjgQ family,lptF,,,ko:K07091,,1.B.42.1,,YjgP_YjgQ
PN96_RS00635,S,Predicted permease YjgP/YjgQ family,lptG,,,ko:K11720,,1.B.42.1,,YjgP_YjgQ
PN96_RS00640,S,membrane protein domain,VP2641,,,,,,,RDD
PN96_RS00645,S,Predicted membrane protein (DUF2254),,,,,,,,DUF2254
PN96_RS00650,S,KR domain,,,,,,,,adh_short
PN96_RS00660,S,SBF-like CPA transporter family (DUF4137),,,,ko:K03453,,2.A.28,,SBF
PN96_RS00665,S,Enoyl-(Acyl carrier protein) reductase,,,,,,,,adh_short
PN96_RS00670,T,HD-GYP domain-containing protein,,,,,,,,"DUF3391,HD"
PN96_RS00745,NT,methyl-accepting chemotaxis protein,,,,ko:K03406,,,,"MCPsignal,sCache_2"
PN96_RS00785,M,Murein-degrading enzyme. May play a role in recycling of muropeptides during cell elongation and or cell division,mltC,,,ko:K08306,,,GH23,"DUF3393,SLT"
PN96_RS00790,C,"Could be a mediator in iron transactions between iron acquisition and iron-requiring processes, such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes",yggX,"GO:0003674,GO:0005488,GO:0005506,GO:0043167,GO:0043169,GO:0046872,GO:0046914",,,,,,Iron_traffic
PN96_RS00795,L,COG1194 A G-specific DNA glycosylase,mutY,,,ko:K03575,,,,"EndIII_4Fe-2S,HhH-GPD,NUDIX_4"
PN96_RS00800,J,Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA,trmB,"GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008176,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0034708,GO:0036265,GO:0043170,GO:0043412,GO:0043414,GO:0043527,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0106004,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1990234",2.1.1.33,ko:K03439,,,,Methyltransf_4
PN96_RS00805,L,Putative RNA methylase family UPF0020,,,,,,,,UPF0020
PN96_RS00810,E,Belongs to the glutaminase family,glsA,"GO:0003674,GO:0003824,GO:0004359,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006541,GO:0006543,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009064,GO:0009065,GO:0009084,GO:0009987,GO:0016053,GO:0016054,GO:0016787,GO:0016810,GO:0016811,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0046394,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607",3.5.1.2,ko:K01425,"R00256,R01579",,,Glutaminase
PN96_RS00815,H,Involved in the biosynthesis of porphyrin-containing compound,yggW,,,,,,,"HemN_C,Radical_SAM"
PN96_RS00820,F,"Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions",rdgB,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009117,GO:0009141,GO:0009143,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0036094,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0047429,GO:0055086,GO:0071704,GO:0097159,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901575,GO:1901576",3.6.1.66,ko:K02428,"R00426,R00720,R01855,R02100,R02720,R03531",,,Ham1p_like
PN96_RS00825,S,Domain of unknown function (DUF4426),PP5099,,,,,,,DUF4426
PN96_RS00830,S,Belongs to the UPF0235 family,yggU,,,ko:K09131,,,,DUF167
PN96_RS00835,S,Integral membrane protein,yggT,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944",,ko:K02221,,,,YGGT
PN96_RS00840,E,Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline,proC,"GO:0003674,GO:0003824,GO:0004735,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0017144,GO:0018130,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0055114,GO:0055129,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",1.5.1.2,ko:K00286,"R01248,R01251,R03291,R03293",,,"F420_oxidored,P5CR_dimer"
PN96_RS00845,S,"Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis",yggS,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0008144,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0044464,GO:0048037,GO:0050662,GO:0070279,GO:0097159,GO:1901363",,ko:K06997,,,,Ala_racemase_N
PN96_RS00850,NU,"COG2805 Tfp pilus assembly protein, pilus retraction ATPase PilT",pilT,,,ko:K02669,,3.A.15.2,,T2SSE
PN96_RS00855,NU,"COG5008 Tfp pilus assembly protein, ATPase PilU",pilU,,,ko:K02670,,3.A.15.2,,T2SSE
PN96_RS00860,L,Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA,yqgF,"GO:0000966,GO:0000967,GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0022613,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:1901360",,ko:K07447,,,,RuvX
PN96_RS00865,K,Belongs to the UPF0301 (AlgH) family,yqgE,,,ko:K07735,,,,DUF179
PN96_RS00875,H,Belongs to the prokaryotic GSH synthase family,gshB,"GO:0000166,GO:0003674,GO:0003824,GO:0004363,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0019184,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042398,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.3.2.3,ko:K01920,"R00497,R10994",,,"GSH-S_ATP,GSH-S_N"
PN96_RS00880,J,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,rsmE,,2.1.1.193,ko:K09761,,,,Methyltrans_RNA
PN96_RS00885,L,COG2356 Endonuclease I,endA,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004536,GO:0005575,GO:0005576,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016788,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901575",3.1.21.1,ko:K01150,,,,Endonuclease_1
PN96_RS00890,S,Belongs to the SprT family,sprT,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872",,ko:K02742,,,,"SprT-like,Zn_ribbon_SprT"
PN96_RS00895,S,Predicted integral membrane protein (DUF2189),,,,,,,,DUF2189
PN96_RS00900,H,"Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme",metK,"GO:0000166,GO:0003674,GO:0003824,GO:0004478,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006556,GO:0006730,GO:0006732,GO:0006790,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016740,GO:0016765,GO:0017076,GO:0017144,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044272,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046500,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576",2.5.1.6,ko:K00789,"R00177,R04771",,,"S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N"
PN96_RS00910,G,"Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate",tkt1,"GO:0003674,GO:0003824,GO:0004802,GO:0005488,GO:0008150,GO:0008152,GO:0016740,GO:0016744,GO:0043167,GO:0043169,GO:0046872",2.2.1.1,ko:K00615,"R01067,R01641,R01830,R06590",,,"Transket_pyr,Transketolase_C,Transketolase_N"
PN96_RS00915,H,Catalyzes the NAD-dependent conversion of D-erythrose 4- phosphate to 4-phosphoerythronate,epd,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0008615,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0016491,GO:0016620,GO:0016903,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0036094,GO:0042364,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046184,GO:0046483,GO:0048001,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0051287,GO:0055114,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617",1.2.1.72,ko:K03472,R01825,,,"Gp_dh_C,Gp_dh_N"
PN96_RS00920,F,Belongs to the phosphoglycerate kinase family,pgk,"GO:0000166,GO:0003674,GO:0003824,GO:0004618,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035639,GO:0036094,GO:0042866,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576",2.7.2.3,ko:K00927,R01512,,,PGK
PN96_RS00925,G,COG0191 Fructose tagatose bisphosphate aldolase,fbaA,,4.1.2.13,ko:K01624,"R01068,R01070,R01829,R02568",,,F_bP_aldolase
PN96_RS00930,M,COG0668 Small-conductance mechanosensitive channel,mscS,,,ko:K03442,,1.A.23.2,,"MS_channel,TM_helix"
PN96_RS00935,S,COG1279 Lysine efflux permease,argO,,,ko:K06895,,2.A.75.1,,LysE
PN96_RS00940,K,Controls the transcription of genes involved in arginine and lysine metabolism,argP,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",,ko:K05596,,,,"HTH_1,LysR_substrate"
